Line#,Date,Time,"Pressure (S-BPA 10945459:2263803-1), mbar, UCFC-Field","Rain (S-RGA 10945459:10160298-1), mm, UCFC-Field Rain","PAR (S-LIA 10945459:2287369-1), uE, UCFC-Field PAR","Temperature (S-THB 10945459:2308813-1), *C, UCFC-Field Air Temp","Dew Point (S-THB 10945459:2308813-3), *C, UCFC-Field DewPt","RH (S-THB 10945459:2308813-2), %, UCFC-Field RH","Wind Speed (S-WCA 10945459:9668869-1), m/s, UCFC-Field Wind Speed","Gust Speed (S-WCA 10945459:9668869-2), m/s, UCFC-Field Gust Speed","Wind Direction (S-WCA 10945459:9668869-3), *, UCFC-Field Wind Dir","Temperature (S-TMB 10945459:2288366-1), *C, UCFC-Field Soil Temp","Battery (RX3000 BATTERY 10945459:10945459-B), V, UCFC-Field Batt","Wind Direction (S-WCA 10945459:9668869-3), *, UCFC-Field","Rain (S-RGA 10945459:10160298-1), mm, UCFC-Field","Battery (RX3000 BATTERY 10945459:10945459-B), V, UCFC-Field","Wind Speed (S-WCA 10945459:9668869-1), m/s, UCFC-Field","Gust Speed (S-WCA 10945459:9668869-2), m/s, UCFC-Field","RH (S-THB 10945459:2308813-2), %, UCFC-Field","Dew Point (S-THB 10945459:2308813-3), *C, UCFC-Field","Temperature (S-THB 10945459:2308813-1), *C, UCFC-Field","Temperature (S-TMB 10945459:2288366-1), *C, UCFC-Field","Temperature (S-TMB 10945459:2288366-1), *C, UCFC-Field Temp air","PAR (S-LIA 10945459:2287369-1), uE, UCFC-Field"
2187,05/30/17,02:40:00,,,,,,,,,,,4.317,,,,,,,,,,,
2188,05/30/17,02:45:00,991.9,0.0,1,15.32,14.57,95.20,0.0,0.0,188,17.91,4.322,,,,,,,,,,,
2189,05/30/17,02:50:00,,,,,,,,,,,4.325,,,,,,,,,,,
2190,05/30/17,02:55:00,,,,,,,,,,,4.328,,,,,,,,,,,
2191,05/30/17,03:00:00,991.8,0.0,1,14.94,14.27,95.70,0.0,0.0,188,17.82,4.317,,,,,,,,,,,
2192,05/30/17,03:05:00,,,,,,,,,,,4.311,,,,,,,,,,,
2193,05/30/17,03:10:00,,,,,,,,,,,4.314,,,,,,,,,,,
2194,05/30/17,03:15:00,991.7,0.0,1,14.60,13.99,96.00,0.0,0.0,188,17.61,4.320,,,,,,,,,,,
2195,05/30/17,03:20:00,,,,,,,,,,,4.323,,,,,,,,,,,
2196,05/30/17,03:25:00,,,,,,,,,,,4.325,,,,,,,,,,,
2197,05/30/17,03:30:00,991.2,0.0,1,14.36,13.88,96.80,0.0,0.0,188,17.42,4.316,,,,,,,,,,,
2198,05/30/17,03:35:00,,,,,,,,,,,4.308,,,,,,,,,,,
2199,05/30/17,03:40:00,,,,,,,,,,,4.314,,,,,,,,,,,
2200,05/30/17,03:45:00,991.0,0.0,1,14.12,13.67,97.00,0.0,0.0,188,17.32,4.319,,,,,,,,,,,
2201,05/30/17,03:50:00,,,,,,,,,,,4.322,,,,,,,,,,,
2202,05/30/17,03:55:00,,,,,,,,,,,4.323,,,,,,,,,,,
2203,05/30/17,04:00:00,991.0,0.0,1,13.69,13.25,97.10,0.0,0.0,188,17.15,4.314,,,,,,,,,,,
2204,05/30/17,04:05:00,,,,,,,,,,,4.305,,,,,,,,,,,
2205,05/30/17,04:10:00,,,,,,,,,,,4.311,,,,,,,,,,,
2206,05/30/17,04:15:00,991.0,0.0,1,13.18,12.72,96.90,0.0,0.0,188,16.96,4.317,,,,,,,,,,,
2207,05/30/17,04:20:00,,,,,,,,,,,4.320,,,,,,,,,,,
2208,05/30/17,04:25:00,,,,,,,,,,,4.322,,,,,,,,,,,
2209,05/30/17,04:30:00,991.2,0.0,1,13.18,12.83,97.60,0.0,0.0,188,16.77,4.308,,,,,,,,,,,
2210,05/30/17,04:35:00,,,,,,,,,,,4.302,,,,,,,,,,,
2211,05/30/17,04:40:00,,,,,,,,,,,4.310,,,,,,,,,,,
2212,05/30/17,04:45:00,991.4,0.0,1,13.11,12.79,97.80,0.0,0.0,188,16.65,4.314,,,,,,,,,,,
2213,05/30/17,04:50:00,,,,,,,,,,,4.319,,,,,,,,,,,
2214,05/30/17,04:55:00,,,,,,,,,,,4.320,,,,,,,,,,,
2215,05/30/17,05:00:00,991.3,0.0,1,12.82,12.48,97.70,0.0,0.0,188,16.49,4.308,,,,,,,,,,,
2216,05/30/17,05:05:00,,,,,,,,,,,4.302,,,,,,,,,,,
2217,05/30/17,05:10:00,,,,,,,,,,,4.307,,,,,,,,,,,
2218,05/30/17,05:15:00,991.2,0.0,1,12.77,12.48,98.00,0.0,0.0,188,16.39,4.313,,,,,,,,,,,
2219,05/30/17,05:20:00,,,,,,,,,,,4.317,,,,,,,,,,,
2220,05/30/17,05:25:00,,,,,,,,,,,4.319,,,,,,,,,,,
2221,05/30/17,05:30:00,991.7,0.0,1,12.77,12.47,97.90,0.0,0.0,188,16.25,4.307,,,,,,,,,,,
2222,05/30/17,05:35:00,,,,,,,,,,,4.299,,,,,,,,,,,
2223,05/30/17,05:40:00,,,,,,,,,,,4.305,,,,,,,,,,,
2224,05/30/17,05:45:00,991.6,0.0,1,12.34,12.03,97.90,0.0,0.0,188,16.06,4.311,,,,,,,,,,,
2225,05/30/17,05:50:00,,,,,,,,,,,4.314,,,,,,,,,,,
2226,05/30/17,05:55:00,,,,,,,,,,,4.317,,,,,,,,,,,
2227,05/30/17,06:00:00,991.7,0.0,1,12.24,11.97,98.10,0.0,0.0,188,16.01,4.310,,,,,,,,,,,
2228,05/30/17,06:05:00,,,,,,,,,,,4.301,,,,,,,,,,,
2229,05/30/17,06:10:00,,,,,,,,,,,4.307,,,,,,,,,,,
2230,05/30/17,06:15:00,991.9,0.0,6,12.10,11.84,98.20,0.0,0.0,188,15.84,4.311,,,,,,,,,,,
2231,05/30/17,06:20:00,,,,,,,,,,,4.314,,,,,,,,,,,
2232,05/30/17,06:25:00,,,,,,,,,,,4.316,,,,,,,,,,,
2233,05/30/17,06:30:00,992.2,0.0,21,11.95,11.72,98.40,0.0,0.0,188,15.77,4.305,,,,,,,,,,,
2234,05/30/17,06:35:00,,,,,,,,,,,4.299,,,,,,,,,,,
2235,05/30/17,06:40:00,,,,,,,,,,,4.305,,,,,,,,,,,
2236,05/30/17,06:45:00,992.4,0.0,44,11.69,11.41,98.10,0.0,0.0,188,15.75,4.311,,,,,,,,,,,
2237,05/30/17,06:50:00,,,,,,,,,,,4.317,,,,,,,,,,,
2238,05/30/17,06:55:00,,,,,,,,,,,4.320,,,,,,,,,,,
2239,05/30/17,07:00:00,992.5,0.0,59,11.88,11.65,98.40,0.0,0.0,188,15.72,4.311,,,,,,,,,,,
2240,05/30/17,07:05:00,,,,,,,,,,,4.304,,,,,,,,,,,
2241,05/30/17,07:10:00,,,,,,,,,,,4.311,,,,,,,,,,,
2242,05/30/17,07:15:00,992.7,0.0,74,12.58,12.41,98.80,0.0,0.0,188,15.75,4.322,,,,,,,,,,,
2243,05/30/17,07:20:00,,,,,,,,,,,4.329,,,,,,,,,,,
2244,05/30/17,07:25:00,,,,,,,,,,,4.337,,,,,,,,,,,
2245,05/30/17,07:30:00,992.7,0.0,321,13.16,12.99,98.80,0.0,0.0,188,15.84,4.328,,,,,,,,,,,
2246,05/30/17,07:35:00,,,,,,,,,,,4.322,,,,,,,,,,,
2247,05/30/17,07:40:00,,,,,,,,,,,4.331,,,,,,,,,,,
2248,05/30/17,07:45:00,992.8,0.0,414,13.83,13.68,98.90,0.0,0.0,188,15.96,4.346,,,,,,,,,,,
2249,05/30/17,07:50:00,,,,,,,,,,,4.356,,,,,,,,,,,
2250,05/30/17,07:55:00,,,,,,,,,,,4.368,,,,,,,,,,,
2251,05/30/17,08:00:00,992.8,0.0,511,16.08,15.91,98.80,0.0,0.0,188,16.08,4.359,,,,,,,,,,,
2252,05/30/17,08:05:00,,,,,,,,,,,4.355,,,,,,,,,,,
2253,05/30/17,08:10:00,,,,,,,,,,,4.370,,,,,,,,,,,
2254,05/30/17,08:15:00,992.7,0.0,616,18.06,17.69,97.60,0.0,0.0,188,16.44,4.385,,,,,,,,,,,
2255,05/30/17,08:20:00,,,,,,,,,,,4.402,,,,,,,,,,,
2256,05/30/17,08:25:00,,,,,,,,,,,4.414,,,,,,,,,,,
2257,05/30/17,08:30:00,992.4,0.0,719,18.84,17.50,91.80,0.0,0.0,188,16.63,4.406,,,,,,,,,,,
2258,05/30/17,08:35:00,,,,,,,,,,,4.391,,,,,,,,,,,
2259,05/30/17,08:40:00,,,,,,,,,,,4.395,,,,,,,,,,,
2260,05/30/17,08:45:00,992.1,0.0,819,21.27,18.91,86.30,0.0,0.0,188,16.92,4.415,,,,,,,,,,,
2261,05/30/17,08:50:00,,,,,,,,,,,4.436,,,,,,,,,,,
2262,05/30/17,08:55:00,,,,,,,,,,,4.444,,,,,,,,,,,
2263,05/30/17,09:00:00,992.0,0.0,916,23.95,19.97,78.30,0.0,0.0,188,18.41,4.420,,,,,,,,,,,
2264,05/30/17,09:05:00,,,,,,,,,,,4.389,,,,,,,,,,,
2265,05/30/17,09:10:00,,,,,,,,,,,4.394,,,,,,,,,,,
2266,05/30/17,09:15:00,991.9,0.0,"1,011",22.87,19.00,78.70,0.0,0.4,188,20.56,4.420,,,,,,,,,,,
2267,05/30/17,09:20:00,,,,,,,,,,,4.439,,,,,,,,,,,
2268,05/30/17,09:25:00,,,,,,,,,,,4.444,,,,,,,,,,,
2269,05/30/17,09:30:00,991.9,0.0,"1,106",24.53,19.55,73.70,0.0,1.1,202,21.91,4.417,,,,,,,,,,,
2270,05/30/17,09:35:00,,,,,,,,,,,4.389,,,,,,,,,,,
2271,05/30/17,09:40:00,,,,,,,,,,,4.400,,,,,,,,,,,
2272,05/30/17,09:45:00,992.7,0.0,"1,186",25.38,20.69,75.20,0.2,0.7,205,23.91,4.430,,,,,,,,,,,
2273,05/30/17,09:50:00,,,,,,,,,,,4.447,,,,,,,,,,,
2274,05/30/17,09:55:00,,,,,,,,,,,4.441,,,,,,,,,,,
2275,05/30/17,10:00:00,992.0,0.0,"1,274",24.32,19.39,73.90,0.2,1.3,206,25.72,4.405,,,,,,,,,,,
2276,05/30/17,10:05:00,,,,,,,,,,,4.391,,,,,,,,,,,
2277,05/30/17,10:10:00,,,,,,,,,,,4.414,,,,,,,,,,,
2278,05/30/17,10:15:00,992.3,0.0,"1,356",24.53,19.46,73.30,0.4,1.3,234,27.21,4.439,,,,,,,,,,,
2279,05/30/17,10:20:00,,,,,,,,,,,4.444,,,,,,,,,,,
2280,05/30/17,10:25:00,,,,,,,,,,,4.432,,,,,,,,,,,
2281,05/30/17,10:30:00,993.0,0.0,"1,431",25.21,19.98,72.70,0.4,1.7,281,27.92,4.400,,,,,,,,,,,
2282,05/30/17,10:35:00,,,,,,,,,,,4.389,,,,,,,,,,,
2283,05/30/17,10:40:00,,,,,,,,,,,4.411,,,,,,,,,,,
2284,05/30/17,10:45:00,993.0,0.0,"1,494",26.08,18.82,64.20,0.4,1.5,293,28.27,4.442,,,,,,,,,,,
2285,05/30/17,10:50:00,,,,,,,,,,,4.447,,,,,,,,,,,
2286,05/30/17,10:55:00,,,,,,,,,,,4.430,,,,,,,,,,,
2287,05/30/17,11:00:00,993.2,0.0,"1,554",27.36,20.17,64.80,0.2,0.7,274,29.31,4.403,,,,,,,,,,,
2288,05/30/17,11:05:00,,,,,,,,,,,4.392,,,,,,,,,,,
2289,05/30/17,11:10:00,,,,,,,,,,,4.412,,,,,,,,,,,
2290,05/30/17,11:15:00,993.3,0.0,"1,621",26.82,18.50,60.30,0.4,1.9,209,30.04,4.442,,,,,,,,,,,
2291,05/30/17,11:20:00,,,,,,,,,,,4.445,,,,,,,,,,,
2292,05/30/17,11:25:00,,,,,,,,,,,4.429,,,,,,,,,,,
2293,05/30/17,11:30:00,993.4,0.0,"1,436",26.62,18.11,59.50,0.6,1.9,181,29.82,4.405,,,,,,,,,,,
2294,05/30/17,11:35:00,,,,,,,,,,,4.394,,,,,,,,,,,
2295,05/30/17,11:40:00,,,,,,,,,,,4.423,,,,,,,,,,,
2296,05/30/17,11:45:00,993.5,0.0,"1,731",26.40,17.85,59.30,0.6,2.0,340,30.87,4.447,,,,,,,,,,,
2297,05/30/17,11:50:00,,,,,,,,,,,4.442,,,,,,,,,,,
2298,05/30/17,11:55:00,,,,,,,,,,,4.424,,,,,,,,,,,
2299,05/30/17,12:00:00,993.6,0.0,"1,396",27.11,19.41,62.70,0.6,1.9,81,31.23,4.397,,,,,,,,,,,
2300,05/30/17,12:05:00,,,,,,,,,,,4.398,,,,,,,,,,,
2301,05/30/17,12:10:00,,,,,,,,,,,4.436,,,,,,,,,,,
2302,05/30/17,12:15:00,993.7,0.0,"1,791",27.31,19.36,61.80,0.6,1.9,41,31.66,4.454,,,,,,,,,,,
2303,05/30/17,12:20:00,,,,,,,,,,,4.439,,,,,,,,,,,
2304,05/30/17,12:25:00,,,,,,,,,,,4.420,,,,,,,,,,,
2305,05/30/17,12:30:00,993.7,0.0,"1,826",27.31,19.80,63.50,0.6,2.0,79,32.28,4.395,,,,,,,,,,,
2306,05/30/17,12:35:00,,,,,,,,,,,4.414,,,,,,,,,,,
2307,05/30/17,12:40:00,,,,,,,,,,,4.453,,,,,,,,,,,
2308,05/30/17,12:45:00,993.8,0.0,"1,849",26.52,18.49,61.30,0.7,2.2,218,33.81,4.457,,,,,,,,,,,
2309,05/30/17,12:50:00,,,,,,,,,,,4.432,,,,,,,,,,,
2310,05/30/17,12:55:00,,,,,,,,,,,4.414,,,,,,,,,,,
2311,05/30/17,13:00:00,993.8,0.0,"1,856",26.72,18.60,61.00,0.7,2.0,136,35.74,4.402,,,,,,,,,,,
2312,05/30/17,13:05:00,,,,,,,,,,,4.438,,,,,,,,,,,
2313,05/30/17,13:10:00,,,,,,,,,,,4.469,,,,,,,,,,,
2314,05/30/17,13:15:00,993.8,0.0,"1,899",27.21,19.93,64.40,0.6,2.0,185,37.07,4.447,,,,,,,,,,,
2315,05/30/17,13:20:00,,,,,,,,,,,4.424,,,,,,,,,,,
2316,05/30/17,13:25:00,,,,,,,,,,,4.411,,,,,,,,,,,
2317,05/30/17,13:30:00,993.9,0.0,"2,036",27.43,19.34,61.30,0.7,2.0,201,37.54,4.406,,,,,,,,,,,
2318,05/30/17,13:35:00,,,,,,,,,,,4.438,,,,,,,,,,,
2319,05/30/17,13:40:00,,,,,,,,,,,4.468,,,,,,,,,,,
2320,05/30/17,13:45:00,993.6,0.0,561,27.85,19.71,61.20,0.7,2.4,181,38.06,4.445,,,,,,,,,,,
2321,05/30/17,13:50:00,,,,,,,,,,,4.420,,,,,,,,,,,
2322,05/30/17,13:55:00,,,,,,,,,,,4.411,,,,,,,,,,,
2323,05/30/17,14:00:00,993.5,0.0,626,25.74,17.86,61.70,0.6,2.2,202,33.34,4.403,,,,,,,,,,,
2324,05/30/17,14:05:00,,,,,,,,,,,4.435,,,,,,,,,,,
2325,05/30/17,14:10:00,,,,,,,,,,,4.465,,,,,,,,,,,
2326,05/30/17,14:15:00,993.4,0.0,"1,964",25.99,19.67,68.10,0.7,2.4,156,35.74,4.445,,,,,,,,,,,
2327,05/30/17,14:20:00,,,,,,,,,,,4.420,,,,,,,,,,,
2328,05/30/17,14:25:00,,,,,,,,,,,4.408,,,,,,,,,,,
2329,05/30/17,14:30:00,993.4,0.0,439,27.38,18.95,60.00,0.9,2.8,166,36.17,4.409,,,,,,,,,,,
2330,05/30/17,14:35:00,,,,,,,,,,,4.445,,,,,,,,,,,
2331,05/30/17,14:40:00,,,,,,,,,,,4.460,,,,,,,,,,,
2332,05/30/17,14:45:00,993.1,0.0,"1,344",26.84,19.05,62.30,0.7,3.0,185,35.66,4.429,,,,,,,,,,,
2333,05/30/17,14:50:00,,,,,,,,,,,4.415,,,,,,,,,,,
2334,05/30/17,14:55:00,,,,,,,,,,,4.406,,,,,,,,,,,
2335,05/30/17,15:00:00,992.8,0.0,596,26.06,17.71,60.00,0.6,3.2,184,32.69,4.408,,,,,,,,,,,
2336,05/30/17,15:05:00,,,,,,,,,,,4.445,,,,,,,,,,,
2337,05/30/17,15:10:00,,,,,,,,,,,4.462,,,,,,,,,,,
2338,05/30/17,15:15:00,993.0,0.0,411,25.04,18.56,67.20,0.7,2.6,147,30.65,4.429,,,,,,,,,,,
2339,05/30/17,15:20:00,,,,,,,,,,,4.414,,,,,,,,,,,
2340,05/30/17,15:25:00,,,,,,,,,,,4.406,,,,,,,,,,,
2341,05/30/17,15:30:00,993.4,0.0,"1,856",23.35,17.18,68.20,0.6,3.0,178,31.13,4.406,,,,,,,,,,,
2342,05/30/17,15:35:00,,,,,,,,,,,4.438,,,,,,,,,,,
2343,05/30/17,15:40:00,,,,,,,,,,,4.468,,,,,,,,,,,
2344,05/30/17,15:45:00,993.1,0.0,"1,604",26.82,18.24,59.30,0.4,1.5,111,30.52,4.445,,,,,,,,,,,
2345,05/30/17,15:50:00,,,,,,,,,,,4.421,,,,,,,,,,,
2346,05/30/17,15:55:00,,,,,,,,,,,4.411,,,,,,,,,,,
2347,05/30/17,16:00:00,992.9,0.0,"1,556",27.01,17.96,57.60,0.6,2.0,191,32.72,4.400,,,,,,,,,,,
2348,05/30/17,16:05:00,,,,,,,,,,,4.432,,,,,,,,,,,
2349,05/30/17,16:10:00,,,,,,,,,,,4.466,,,,,,,,,,,
2350,05/30/17,16:15:00,992.7,0.0,"1,546",27.11,19.36,62.50,0.6,2.0,166,33.26,4.438,,,,,,,,,,,
2351,05/30/17,16:20:00,,,,,,,,,,,4.420,,,,,,,,,,,
2352,05/30/17,16:25:00,,,,,,,,,,,4.409,,,,,,,,,,,
2353,05/30/17,16:30:00,992.5,0.0,"1,379",27.51,20.26,64.60,0.7,2.8,164,33.68,4.400,,,,,,,,,,,
2354,05/30/17,16:35:00,,,,,,,,,,,4.441,,,,,,,,,,,
2355,05/30/17,16:40:00,,,,,,,,,,,4.466,,,,,,,,,,,
2356,05/30/17,16:45:00,992.4,0.0,271,23.98,17.73,68.00,0.7,3.0,171,29.66,4.438,,,,,,,,,,,
2357,05/30/17,16:50:00,,,,,,,,,,,4.420,,,,,,,,,,,
2358,05/30/17,16:55:00,,,,,,,,,,,4.409,,,,,,,,,,,
2359,05/30/17,17:00:00,992.6,0.0,416,24.51,18.70,70.00,0.4,2.6,175,28.97,4.395,,,,,,,,,,,
2360,05/30/17,17:05:00,,,,,,,,,,,4.418,,,,,,,,,,,
2361,05/30/17,17:10:00,,,,,,,,,,,4.460,,,,,,,,,,,
2362,05/30/17,17:15:00,992.9,0.0,756,24.46,18.49,69.30,0.2,1.9,222,28.84,4.457,,,,,,,,,,,
2363,05/30/17,17:20:00,,,,,,,,,,,4.426,,,,,,,,,,,
2364,05/30/17,17:25:00,,,,,,,,,,,4.415,,,,,,,,,,,
2365,05/30/17,17:30:00,992.7,0.0,666,24.24,17.96,67.90,0.2,1.9,37,28.17,4.398,,,,,,,,,,,
2366,05/30/17,17:35:00,,,,,,,,,,,4.424,,,,,,,,,,,
2367,05/30/17,17:40:00,,,,,,,,,,,4.463,,,,,,,,,,,
2368,05/30/17,17:45:00,992.9,0.0,819,25.28,17.68,62.70,0.2,1.9,243,29.11,4.451,,,,,,,,,,,
2369,05/30/17,17:50:00,,,,,,,,,,,4.423,,,,,,,,,,,
2370,05/30/17,17:55:00,,,,,,,,,,,4.414,,,,,,,,,,,
2371,05/30/17,18:00:00,992.8,0.0,"1,066",26.38,17.39,57.70,0.2,2.0,41,29.82,4.402,,,,,,,,,,,
2372,05/30/17,18:05:00,,,,,,,,,,,4.442,,,,,,,,,,,
2373,05/30/17,18:10:00,,,,,,,,,,,4.468,,,,,,,,,,,
2374,05/30/17,18:15:00,992.8,0.0,936,25.57,16.39,56.80,0.4,2.6,22,28.37,4.441,,,,,,,,,,,
2375,05/30/17,18:20:00,,,,,,,,,,,4.423,,,,,,,,,,,
2376,05/30/17,18:25:00,,,,,,,,,,,4.412,,,,,,,,,,,
2377,05/30/17,18:30:00,992.7,0.0,564,25.36,17.60,62.10,0.2,1.3,140,26.87,4.397,,,,,,,,,,,
2378,05/30/17,18:35:00,,,,,,,,,,,4.397,,,,,,,,,,,
2379,05/30/17,18:40:00,,,,,,,,,,,4.418,,,,,,,,,,,
2380,05/30/17,18:45:00,992.7,0.0,284,23.14,16.05,64.30,0.4,1.9,226,25.84,4.448,,,,,,,,,,,
2381,05/30/17,18:50:00,,,,,,,,,,,4.447,,,,,,,,,,,
2382,05/30/17,18:55:00,,,,,,,,,,,4.426,,,,,,,,,,,
2383,05/30/17,19:00:00,992.5,0.0,261,22.51,14.53,60.60,0.4,2.0,37,25.19,4.397,,,,,,,,,,,
2384,05/30/17,19:05:00,,,,,,,,,,,4.394,,,,,,,,,,,
2385,05/30/17,19:10:00,,,,,,,,,,,4.429,,,,,,,,,,,
2386,05/30/17,19:15:00,992.6,0.0,251,22.49,14.15,59.20,0.2,1.9,84,24.87,4.453,,,,,,,,,,,
2387,05/30/17,19:20:00,,,,,,,,,,,4.445,,,,,,,,,,,
2388,05/30/17,19:25:00,,,,,,,,,,,4.424,,,,,,,,,,,
2389,05/30/17,19:30:00,992.7,0.0,124,22.18,15.36,65.20,0.2,1.7,248,24.29,4.402,,,,,,,,,,,
2390,05/30/17,19:35:00,,,,,,,,,,,4.389,,,,,,,,,,,
2391,05/30/17,19:40:00,,,,,,,,,,,4.394,,,,,,,,,,,
2392,05/30/17,19:45:00,992.7,0.0,81,21.15,13.68,62.30,0.0,0.9,111,23.35,4.400,,,,,,,,,,,
2393,05/30/17,19:50:00,,,,,,,,,,,4.405,,,,,,,,,,,
2394,05/30/17,19:55:00,,,,,,,,,,,4.408,,,,,,,,,,,
2395,05/30/17,20:00:00,992.9,0.0,66,21.20,12.52,57.60,0.2,2.4,337,22.80,4.394,,,,,,,,,,,
2396,05/30/17,20:05:00,,,,,,,,,,,4.379,,,,,,,,,,,
2397,05/30/17,20:10:00,,,,,,,,,,,4.382,,,,,,,,,,,
2398,05/30/17,20:15:00,992.5,0.0,54,20.84,12.29,58.00,0.2,0.9,41,22.18,4.388,,,,,,,,,,,
2399,05/30/17,20:20:00,,,,,,,,,,,4.389,,,,,,,,,,,
2400,05/30/17,20:25:00,,,,,,,,,,,4.389,,,,,,,,,,,
2401,05/30/17,20:30:00,992.9,0.0,36,20.15,11.51,57.50,0.0,0.9,184,21.72,4.376,,,,,,,,,,,
2402,05/30/17,20:35:00,,,,,,,,,,,4.364,,,,,,,,,,,
2403,05/30/17,20:40:00,,,,,,,,,,,4.367,,,,,,,,,,,
2404,05/30/17,20:45:00,993.0,0.0,19,19.25,10.54,57.00,0.0,1.1,24,21.06,4.371,,,,,,,,,,,
2405,05/30/17,20:50:00,,,,,,,,,,,4.373,,,,,,,,,,,
2406,05/30/17,20:55:00,,,,,,,,,,,4.373,,,,,,,,,,,
2407,05/30/17,21:00:00,992.6,0.0,4,17.96,10.59,62.00,0.0,0.0,52,20.46,4.358,,,,,,,,,,,
2408,05/30/17,21:05:00,,,,,,,,,,,4.350,,,,,,,,,,,
2409,05/30/17,21:10:00,,,,,,,,,,,4.355,,,,,,,,,,,
2410,05/30/17,21:15:00,993.0,0.0,1,16.63,10.69,67.90,0.0,0.0,52,19.86,4.358,,,,,,,,,,,
2411,05/30/17,21:20:00,,,,,,,,,,,4.359,,,,,,,,,,,
2412,05/30/17,21:25:00,,,,,,,,,,,4.361,,,,,,,,,,,
2413,05/30/17,21:30:00,993.6,0.0,1,15.60,10.78,72.90,0.0,0.0,52,19.37,4.350,,,,,,,,,,,
2414,05/30/17,21:35:00,,,,,,,,,,,4.343,,,,,,,,,,,
2415,05/30/17,21:40:00,,,,,,,,,,,4.346,,,,,,,,,,,
2416,05/30/17,21:45:00,993.8,0.0,1,14.86,11.33,79.30,0.0,0.0,52,19.03,4.352,,,,,,,,,,,
2417,05/30/17,21:50:00,,,,,,,,,,,4.353,,,,,,,,,,,
2418,05/30/17,21:55:00,,,,,,,,,,,4.355,,,,,,,,,,,
2419,05/30/17,22:00:00,993.9,0.0,1,14.31,11.75,84.50,0.0,0.0,52,18.77,4.343,,,,,,,,,,,
2420,05/30/17,22:05:00,,,,,,,,,,,4.335,,,,,,,,,,,
2421,05/30/17,22:10:00,,,,,,,,,,,4.340,,,,,,,,,,,
2422,05/30/17,22:15:00,993.1,0.0,1,13.95,12.22,89.20,0.0,0.0,52,18.39,4.346,,,,,,,,,,,
2423,05/30/17,22:20:00,,,,,,,,,,,4.347,,,,,,,,,,,
2424,05/30/17,22:25:00,,,,,,,,,,,4.349,,,,,,,,,,,
2425,05/30/17,22:30:00,992.6,0.0,1,13.18,11.66,90.40,0.0,0.0,52,18.20,4.338,,,,,,,,,,,
2426,05/30/17,22:35:00,,,,,,,,,,,4.329,,,,,,,,,,,
2427,05/30/17,22:40:00,,,,,,,,,,,4.335,,,,,,,,,,,
2428,05/30/17,22:45:00,993.0,0.0,1,12.85,11.58,91.90,0.0,0.0,52,17.84,4.340,,,,,,,,,,,
2429,05/30/17,22:50:00,,,,,,,,,,,4.341,,,,,,,,,,,
2430,05/30/17,22:55:00,,,,,,,,,,,4.343,,,,,,,,,,,
2431,05/30/17,23:00:00,993.0,0.0,1,12.49,11.51,93.70,0.0,0.0,52,17.53,4.332,,,,,,,,,,,
2432,05/30/17,23:05:00,,,,,,,,,,,4.325,,,,,,,,,,,
2433,05/30/17,23:10:00,,,,,,,,,,,4.329,,,,,,,,,,,
2434,05/30/17,23:15:00,992.9,0.0,1,11.98,11.02,93.80,0.0,0.0,52,17.30,4.334,,,,,,,,,,,
2435,05/30/17,23:20:00,,,,,,,,,,,4.337,,,,,,,,,,,
2436,05/30/17,23:25:00,,,,,,,,,,,4.338,,,,,,,,,,,
2437,05/30/17,23:30:00,992.9,0.0,1,11.69,10.97,95.30,0.0,0.0,52,17.08,4.326,,,,,,,,,,,
2438,05/30/17,23:35:00,,,,,,,,,,,4.319,,,,,,,,,,,
2439,05/30/17,23:40:00,,,,,,,,,,,4.325,,,,,,,,,,,
2440,05/30/17,23:45:00,993.0,0.0,1,11.56,10.85,95.30,0.0,0.0,52,16.80,4.329,,,,,,,,,,,
2441,05/30/17,23:50:00,,,,,,,,,,,4.332,,,,,,,,,,,
2442,05/30/17,23:55:00,,,,,,,,,,,4.334,,,,,,,,,,,
2443,05/31/17,00:00:00,992.9,0.0,1,11.13,10.43,95.40,0.0,0.0,52,16.65,4.323,,,,,,,,,,,
2444,05/31/17,00:05:00,,,,,,,,,,,4.314,,,,,,,,,,,
2445,05/31/17,00:10:00,,,,,,,,,,,4.319,,,,,,,,,,,
2446,05/31/17,00:15:00,992.9,0.0,1,11.13,10.60,96.50,0.0,0.0,52,16.44,4.325,,,,,,,,,,,
2447,05/31/17,00:20:00,,,,,,,,,,,4.328,,,,,,,,,,,
2448,05/31/17,00:25:00,,,,,,,,,,,4.329,,,,,,,,,,,
2449,05/31/17,00:30:00,992.9,0.0,1,10.64,10.05,96.10,0.0,0.0,52,16.25,4.316,,,,,,,,,,,
2450,05/31/17,00:35:00,,,,,,,,,,,4.310,,,,,,,,,,,
2451,05/31/17,00:40:00,,,,,,,,,,,4.316,,,,,,,,,,,
2452,05/31/17,00:45:00,992.8,0.0,1,10.64,10.16,96.80,0.0,0.0,52,16.06,4.322,,,,,,,,,,,
2453,05/31/17,00:50:00,,,,,,,,,,,4.325,,,,,,,,,,,
2454,05/31/17,00:55:00,,,,,,,,,,,4.326,,,,,,,,,,,
2455,05/31/17,01:00:00,992.9,0.0,1,10.30,9.76,96.40,0.0,0.0,52,15.94,4.316,,,,,,,,,,,
2456,05/31/17,01:05:00,,,,,,,,,,,4.308,,,,,,,,,,,
